,metric,split,value,relation,y_type,model
387,accuracy,test,0.34,Cause-Effect,causal_stength_0.5,gpt2
388,accuracy,dev,0.35403726708074534,Cause-Effect,causal_stength_0.5,gpt2
389,accuracy,test,0.295,Cause-Effect,causal_stength_0.5,gpt2
390,accuracy,dev,0.37888198757763975,Cause-Effect,causal_stength_0.7,gpt2
391,accuracy,test,0.32338308457711445,Cause-Effect,causal_stength_0.7,gpt2
392,accuracy,dev,0.33540372670807456,Cause-Effect,causal_stength_0.7,gpt2
393,accuracy,test,0.2835820895522388,Cause-Effect,causal_stength_0.7,gpt2
394,accuracy,dev,0.34782608695652173,Cause-Effect,causal_stength_0.7,gpt2
395,accuracy,test,0.263681592039801,Cause-Effect,causal_stength_0.7,gpt2
396,accuracy,dev,0.2919254658385093,Cause-Effect,causal_stength_0.7,gpt2
397,accuracy,test,0.3,Cause-Effect,causal_stength_0.7,gpt2
398,accuracy,dev,0.3416149068322981,Cause-Effect,causal_stength_0.7,gpt2
399,accuracy,test,0.365,Cause-Effect,causal_stength_0.7,gpt2
400,accuracy,dev,0.36645962732919257,Cause-Effect,causal_stength_0.9,gpt2
401,accuracy,test,0.34328358208955223,Cause-Effect,causal_stength_0.9,gpt2
402,accuracy,dev,0.3167701863354037,Cause-Effect,causal_stength_0.9,gpt2
403,accuracy,test,0.27860696517412936,Cause-Effect,causal_stength_0.9,gpt2
404,accuracy,dev,0.36024844720496896,Cause-Effect,causal_stength_0.9,gpt2
405,accuracy,test,0.30845771144278605,Cause-Effect,causal_stength_0.9,gpt2
406,accuracy,dev,0.39751552795031053,Cause-Effect,causal_stength_0.9,gpt2
407,accuracy,test,0.295,Cause-Effect,causal_stength_0.9,gpt2
408,accuracy,dev,0.35403726708074534,Cause-Effect,causal_stength_0.9,gpt2
409,accuracy,test,0.315,Cause-Effect,causal_stength_0.9,gpt2
410,accuracy,dev,0.40993788819875776,Cause-Effect,causal_stength_1.0,gpt2
411,accuracy,test,0.36318407960199006,Cause-Effect,causal_stength_1.0,gpt2
412,accuracy,dev,0.35403726708074534,Cause-Effect,causal_stength_1.0,gpt2
413,accuracy,test,0.3383084577114428,Cause-Effect,causal_stength_1.0,gpt2
414,accuracy,dev,0.39751552795031053,Cause-Effect,causal_stength_1.0,gpt2
415,accuracy,test,0.31840796019900497,Cause-Effect,causal_stength_1.0,gpt2
416,accuracy,dev,0.36645962732919257,Cause-Effect,causal_stength_1.0,gpt2
417,accuracy,test,0.275,Cause-Effect,causal_stength_1.0,gpt2
418,accuracy,dev,0.422360248447205,Cause-Effect,causal_stength_1.0,gpt2
419,accuracy,test,0.33,Cause-Effect,causal_stength_1.0,gpt2
420,accuracy,dev,0.36645962732919257,Cause-Effect,avg_freq_uni,gpt2
421,accuracy,test,0.36318407960199006,Cause-Effect,avg_freq_uni,gpt2
422,accuracy,dev,0.43478260869565216,Cause-Effect,avg_freq_uni,gpt2
423,accuracy,test,0.3880597014925373,Cause-Effect,avg_freq_uni,gpt2
424,accuracy,dev,0.36024844720496896,Cause-Effect,avg_freq_uni,gpt2
425,accuracy,test,0.3880597014925373,Cause-Effect,avg_freq_uni,gpt2
426,accuracy,dev,0.422360248447205,Cause-Effect,avg_freq_uni,gpt2
427,accuracy,test,0.35,Cause-Effect,avg_freq_uni,gpt2
428,accuracy,dev,0.34782608695652173,Cause-Effect,avg_freq_uni,gpt2
429,accuracy,test,0.445,Cause-Effect,avg_freq_uni,gpt2
430,accuracy,dev,0.36645962732919257,Cause-Effect,avg_freq_bi,gpt2
431,accuracy,test,0.31343283582089554,Cause-Effect,avg_freq_bi,gpt2
432,accuracy,dev,0.40372670807453415,Cause-Effect,avg_freq_bi,gpt2
433,accuracy,test,0.40298507462686567,Cause-Effect,avg_freq_bi,gpt2
434,accuracy,dev,0.4409937888198758,Cause-Effect,avg_freq_bi,gpt2
435,accuracy,test,0.3383084577114428,Cause-Effect,avg_freq_bi,gpt2
436,accuracy,dev,0.391304347826087,Cause-Effect,avg_freq_bi,gpt2
437,accuracy,test,0.42,Cause-Effect,avg_freq_bi,gpt2
438,accuracy,dev,0.42857142857142855,Cause-Effect,avg_freq_bi,gpt2
439,accuracy,test,0.435,Cause-Effect,avg_freq_bi,gpt2
440,accuracy,dev,0.2546583850931677,Cause-Effect,P(E|C),glove
441,accuracy,test,0.31840796019900497,Cause-Effect,P(E|C),glove
442,accuracy,dev,0.32298136645962733,Cause-Effect,P(E|C),glove
443,accuracy,test,0.21393034825870647,Cause-Effect,P(E|C),glove
444,accuracy,dev,0.2795031055900621,Cause-Effect,P(E|C),glove
445,accuracy,test,0.263681592039801,Cause-Effect,P(E|C),glove
446,accuracy,dev,0.30434782608695654,Cause-Effect,P(E|C),glove
447,accuracy,test,0.29,Cause-Effect,P(E|C),glove
448,accuracy,dev,0.2732919254658385,Cause-Effect,P(E|C),glove
449,accuracy,test,0.235,Cause-Effect,P(E|C),glove
450,accuracy,dev,0.422360248447205,Cause-Effect,P(E),glove
451,accuracy,test,0.3383084577114428,Cause-Effect,P(E),glove
452,accuracy,dev,0.40372670807453415,Cause-Effect,P(E),glove
453,accuracy,test,0.29850746268656714,Cause-Effect,P(E),glove
454,accuracy,dev,0.391304347826087,Cause-Effect,P(E),glove
455,accuracy,test,0.3582089552238806,Cause-Effect,P(E),glove
456,accuracy,dev,0.36024844720496896,Cause-Effect,P(E),glove
457,accuracy,test,0.355,Cause-Effect,P(E),glove
458,accuracy,dev,0.38509316770186336,Cause-Effect,P(E),glove
459,accuracy,test,0.37,Cause-Effect,P(E),glove
460,accuracy,dev,0.2857142857142857,Cause-Effect,probabilistic_causality_diff,glove
461,accuracy,test,0.2835820895522388,Cause-Effect,probabilistic_causality_diff,glove
462,accuracy,dev,0.30434782608695654,Cause-Effect,probabilistic_causality_diff,glove
463,accuracy,test,0.2537313432835821,Cause-Effect,probabilistic_causality_diff,glove
464,accuracy,dev,0.2670807453416149,Cause-Effect,probabilistic_causality_diff,glove
465,accuracy,test,0.24378109452736318,Cause-Effect,probabilistic_causality_diff,glove
466,accuracy,dev,0.2546583850931677,Cause-Effect,probabilistic_causality_diff,glove
467,accuracy,test,0.22,Cause-Effect,probabilistic_causality_diff,glove
468,accuracy,dev,0.2670807453416149,Cause-Effect,probabilistic_causality_diff,glove
469,accuracy,test,0.285,Cause-Effect,probabilistic_causality_diff,glove
470,accuracy,dev,0.2857142857142857,Cause-Effect,delta_P,glove
471,accuracy,test,0.2835820895522388,Cause-Effect,delta_P,glove
472,accuracy,dev,0.30434782608695654,Cause-Effect,delta_P,glove
473,accuracy,test,0.2537313432835821,Cause-Effect,delta_P,glove
474,accuracy,dev,0.2670807453416149,Cause-Effect,delta_P,glove
475,accuracy,test,0.24378109452736318,Cause-Effect,delta_P,glove
476,accuracy,dev,0.2546583850931677,Cause-Effect,delta_P,glove
477,accuracy,test,0.22,Cause-Effect,delta_P,glove
478,accuracy,dev,0.2670807453416149,Cause-Effect,delta_P,glove
479,accuracy,test,0.285,Cause-Effect,delta_P,glove
480,accuracy,dev,0.32919254658385094,Cause-Effect,P(E|no C),glove
481,accuracy,test,0.3034825870646766,Cause-Effect,P(E|no C),glove
482,accuracy,dev,0.37267080745341613,Cause-Effect,P(E|no C),glove
483,accuracy,test,0.31840796019900497,Cause-Effect,P(E|no C),glove
484,accuracy,dev,0.37267080745341613,Cause-Effect,P(E|no C),glove
485,accuracy,test,0.29850746268656714,Cause-Effect,P(E|no C),glove
486,accuracy,dev,0.3416149068322981,Cause-Effect,P(E|no C),glove
487,accuracy,test,0.38,Cause-Effect,P(E|no C),glove
488,accuracy,dev,0.40993788819875776,Cause-Effect,P(E|no C),glove
489,accuracy,test,0.355,Cause-Effect,P(E|no C),glove
490,accuracy,dev,0.2857142857142857,Cause-Effect,q,glove
491,accuracy,test,0.263681592039801,Cause-Effect,q,glove
492,accuracy,dev,0.30434782608695654,Cause-Effect,q,glove
493,accuracy,test,0.24378109452736318,Cause-Effect,q,glove
494,accuracy,dev,0.2422360248447205,Cause-Effect,q,glove
495,accuracy,test,0.27860696517412936,Cause-Effect,q,glove
496,accuracy,dev,0.2732919254658385,Cause-Effect,q,glove
497,accuracy,test,0.245,Cause-Effect,q,glove
498,accuracy,dev,0.22981366459627328,Cause-Effect,q,glove
499,accuracy,test,0.275,Cause-Effect,q,glove
500,accuracy,dev,0.2795031055900621,Cause-Effect,p,glove
501,accuracy,test,0.22885572139303484,Cause-Effect,p,glove
502,accuracy,dev,0.30434782608695654,Cause-Effect,p,glove
503,accuracy,test,0.22885572139303484,Cause-Effect,p,glove
504,accuracy,dev,0.3167701863354037,Cause-Effect,p,glove
505,accuracy,test,0.3283582089552239,Cause-Effect,p,glove
506,accuracy,dev,0.32298136645962733,Cause-Effect,p,glove
507,accuracy,test,0.28,Cause-Effect,p,glove
508,accuracy,dev,0.2795031055900621,Cause-Effect,p,glove
509,accuracy,test,0.34,Cause-Effect,p,glove
510,accuracy,dev,0.32298136645962733,Cause-Effect,causal_power,glove
511,accuracy,test,0.2736318407960199,Cause-Effect,causal_power,glove
512,accuracy,dev,0.33540372670807456,Cause-Effect,causal_power,glove
513,accuracy,test,0.29850746268656714,Cause-Effect,causal_power,glove
514,accuracy,dev,0.2981366459627329,Cause-Effect,causal_power,glove
515,accuracy,test,0.2835820895522388,Cause-Effect,causal_power,glove
516,accuracy,dev,0.3105590062111801,Cause-Effect,causal_power,glove
517,accuracy,test,0.285,Cause-Effect,causal_power,glove
518,accuracy,dev,0.36645962732919257,Cause-Effect,causal_power,glove
519,accuracy,test,0.305,Cause-Effect,causal_power,glove
520,accuracy,dev,0.39751552795031053,Cause-Effect,PMI,glove
521,accuracy,test,0.3283582089552239,Cause-Effect,PMI,glove
522,accuracy,dev,0.3105590062111801,Cause-Effect,PMI,glove
523,accuracy,test,0.27860696517412936,Cause-Effect,PMI,glove
524,accuracy,dev,0.32298136645962733,Cause-Effect,PMI,glove
525,accuracy,test,0.2935323383084577,Cause-Effect,PMI,glove
526,accuracy,dev,0.35403726708074534,Cause-Effect,PMI,glove
527,accuracy,test,0.315,Cause-Effect,PMI,glove
528,accuracy,dev,0.36024844720496896,Cause-Effect,PMI,glove
529,accuracy,test,0.235,Cause-Effect,PMI,glove
530,accuracy,dev,0.39751552795031053,Cause-Effect,PPMI,glove
531,accuracy,test,0.3283582089552239,Cause-Effect,PPMI,glove
532,accuracy,dev,0.3105590062111801,Cause-Effect,PPMI,glove
533,accuracy,test,0.27860696517412936,Cause-Effect,PPMI,glove
534,accuracy,dev,0.32298136645962733,Cause-Effect,PPMI,glove
535,accuracy,test,0.2935323383084577,Cause-Effect,PPMI,glove
536,accuracy,dev,0.35403726708074534,Cause-Effect,PPMI,glove
537,accuracy,test,0.315,Cause-Effect,PPMI,glove
538,accuracy,dev,0.36024844720496896,Cause-Effect,PPMI,glove
539,accuracy,test,0.235,Cause-Effect,PPMI,glove
540,accuracy,dev,0.39751552795031053,Cause-Effect,CPMI_-2,glove
541,accuracy,test,0.3283582089552239,Cause-Effect,CPMI_-2,glove
542,accuracy,dev,0.3105590062111801,Cause-Effect,CPMI_-2,glove
543,accuracy,test,0.27860696517412936,Cause-Effect,CPMI_-2,glove
544,accuracy,dev,0.32298136645962733,Cause-Effect,CPMI_-2,glove
545,accuracy,test,0.2935323383084577,Cause-Effect,CPMI_-2,glove
546,accuracy,dev,0.35403726708074534,Cause-Effect,CPMI_-2,glove
547,accuracy,test,0.315,Cause-Effect,CPMI_-2,glove
548,accuracy,dev,0.36024844720496896,Cause-Effect,CPMI_-2,glove
549,accuracy,test,0.235,Cause-Effect,CPMI_-2,glove
550,accuracy,dev,0.30434782608695654,Cause-Effect,NPMI,glove
551,accuracy,test,0.27860696517412936,Cause-Effect,NPMI,glove
552,accuracy,dev,0.3416149068322981,Cause-Effect,NPMI,glove
553,accuracy,test,0.2736318407960199,Cause-Effect,NPMI,glove
554,accuracy,dev,0.32298136645962733,Cause-Effect,NPMI,glove
555,accuracy,test,0.26865671641791045,Cause-Effect,NPMI,glove
556,accuracy,dev,0.32298136645962733,Cause-Effect,NPMI,glove
557,accuracy,test,0.255,Cause-Effect,NPMI,glove
558,accuracy,dev,0.32298136645962733,Cause-Effect,NPMI,glove
559,accuracy,test,0.305,Cause-Effect,NPMI,glove
560,accuracy,dev,0.39751552795031053,Cause-Effect,NNEGPMI,glove
561,accuracy,test,0.3283582089552239,Cause-Effect,NNEGPMI,glove
562,accuracy,dev,0.3105590062111801,Cause-Effect,NNEGPMI,glove
563,accuracy,test,0.27860696517412936,Cause-Effect,NNEGPMI,glove
564,accuracy,dev,0.32298136645962733,Cause-Effect,NNEGPMI,glove
565,accuracy,test,0.2935323383084577,Cause-Effect,NNEGPMI,glove
566,accuracy,dev,0.35403726708074534,Cause-Effect,NNEGPMI,glove
567,accuracy,test,0.315,Cause-Effect,NNEGPMI,glove
568,accuracy,dev,0.36024844720496896,Cause-Effect,NNEGPMI,glove
569,accuracy,test,0.235,Cause-Effect,NNEGPMI,glove
570,accuracy,dev,0.32298136645962733,Cause-Effect,P(C|E),glove
571,accuracy,test,0.2537313432835821,Cause-Effect,P(C|E),glove
572,accuracy,dev,0.3105590062111801,Cause-Effect,P(C|E),glove
573,accuracy,test,0.31343283582089554,Cause-Effect,P(C|E),glove
574,accuracy,dev,0.2981366459627329,Cause-Effect,P(C|E),glove
575,accuracy,test,0.24875621890547264,Cause-Effect,P(C|E),glove
576,accuracy,dev,0.2732919254658385,Cause-Effect,P(C|E),glove
577,accuracy,test,0.28,Cause-Effect,P(C|E),glove
578,accuracy,dev,0.32298136645962733,Cause-Effect,P(C|E),glove
579,accuracy,test,0.325,Cause-Effect,P(C|E),glove
580,accuracy,dev,0.32298136645962733,Cause-Effect,causal_stength_nec,glove
581,accuracy,test,0.31343283582089554,Cause-Effect,causal_stength_nec,glove
582,accuracy,dev,0.35403726708074534,Cause-Effect,causal_stength_nec,glove
583,accuracy,test,0.2935323383084577,Cause-Effect,causal_stength_nec,glove
584,accuracy,dev,0.36645962732919257,Cause-Effect,causal_stength_nec,glove
585,accuracy,test,0.2835820895522388,Cause-Effect,causal_stength_nec,glove
586,accuracy,dev,0.33540372670807456,Cause-Effect,causal_stength_nec,glove
587,accuracy,test,0.26,Cause-Effect,causal_stength_nec,glove
588,accuracy,dev,0.37267080745341613,Cause-Effect,causal_stength_nec,glove
589,accuracy,test,0.285,Cause-Effect,causal_stength_nec,glove
590,accuracy,dev,0.32919254658385094,Cause-Effect,causal_stength_suf,glove
591,accuracy,test,0.2835820895522388,Cause-Effect,causal_stength_suf,glove
592,accuracy,dev,0.3105590062111801,Cause-Effect,causal_stength_suf,glove
593,accuracy,test,0.23880597014925373,Cause-Effect,causal_stength_suf,glove
594,accuracy,dev,0.3105590062111801,Cause-Effect,causal_stength_suf,glove
595,accuracy,test,0.32338308457711445,Cause-Effect,causal_stength_suf,glove
596,accuracy,dev,0.32919254658385094,Cause-Effect,causal_stength_suf,glove
597,accuracy,test,0.24,Cause-Effect,causal_stength_suf,glove
598,accuracy,dev,0.2981366459627329,Cause-Effect,causal_stength_suf,glove
599,accuracy,test,0.315,Cause-Effect,causal_stength_suf,glove
600,accuracy,dev,0.2795031055900621,Cause-Effect,causal_stength_0.5,glove
601,accuracy,test,0.3283582089552239,Cause-Effect,causal_stength_0.5,glove
602,accuracy,dev,0.2857142857142857,Cause-Effect,causal_stength_0.5,glove
603,accuracy,test,0.30845771144278605,Cause-Effect,causal_stength_0.5,glove
604,accuracy,dev,0.37267080745341613,Cause-Effect,causal_stength_0.5,glove
605,accuracy,test,0.24875621890547264,Cause-Effect,causal_stength_0.5,glove
606,accuracy,dev,0.32919254658385094,Cause-Effect,causal_stength_0.5,glove
607,accuracy,test,0.305,Cause-Effect,causal_stength_0.5,glove
608,accuracy,dev,0.2981366459627329,Cause-Effect,causal_stength_0.5,glove
609,accuracy,test,0.28,Cause-Effect,causal_stength_0.5,glove
610,accuracy,dev,0.36645962732919257,Cause-Effect,causal_stength_0.7,glove
611,accuracy,test,0.25870646766169153,Cause-Effect,causal_stength_0.7,glove
612,accuracy,dev,0.32298136645962733,Cause-Effect,causal_stength_0.7,glove
613,accuracy,test,0.27860696517412936,Cause-Effect,causal_stength_0.7,glove
614,accuracy,dev,0.3105590062111801,Cause-Effect,causal_stength_0.7,glove
615,accuracy,test,0.31343283582089554,Cause-Effect,causal_stength_0.7,glove
616,accuracy,dev,0.33540372670807456,Cause-Effect,causal_stength_0.7,glove
617,accuracy,test,0.31,Cause-Effect,causal_stength_0.7,glove
618,accuracy,dev,0.2919254658385093,Cause-Effect,causal_stength_0.7,glove
619,accuracy,test,0.325,Cause-Effect,causal_stength_0.7,glove
620,accuracy,dev,0.30434782608695654,Cause-Effect,causal_stength_0.9,glove
621,accuracy,test,0.23880597014925373,Cause-Effect,causal_stength_0.9,glove
622,accuracy,dev,0.2608695652173913,Cause-Effect,causal_stength_0.9,glove
623,accuracy,test,0.2736318407960199,Cause-Effect,causal_stength_0.9,glove
624,accuracy,dev,0.36024844720496896,Cause-Effect,causal_stength_0.9,glove
625,accuracy,test,0.31840796019900497,Cause-Effect,causal_stength_0.9,glove
626,accuracy,dev,0.33540372670807456,Cause-Effect,causal_stength_0.9,glove
627,accuracy,test,0.27,Cause-Effect,causal_stength_0.9,glove
628,accuracy,dev,0.2919254658385093,Cause-Effect,causal_stength_0.9,glove
629,accuracy,test,0.315,Cause-Effect,causal_stength_0.9,glove
630,accuracy,dev,0.32298136645962733,Cause-Effect,causal_stength_1.0,glove
631,accuracy,test,0.31343283582089554,Cause-Effect,causal_stength_1.0,glove
632,accuracy,dev,0.35403726708074534,Cause-Effect,causal_stength_1.0,glove
633,accuracy,test,0.2935323383084577,Cause-Effect,causal_stength_1.0,glove
634,accuracy,dev,0.36645962732919257,Cause-Effect,causal_stength_1.0,glove
635,accuracy,test,0.2835820895522388,Cause-Effect,causal_stength_1.0,glove
636,accuracy,dev,0.33540372670807456,Cause-Effect,causal_stength_1.0,glove
637,accuracy,test,0.26,Cause-Effect,causal_stength_1.0,glove
638,accuracy,dev,0.37267080745341613,Cause-Effect,causal_stength_1.0,glove
639,accuracy,test,0.285,Cause-Effect,causal_stength_1.0,glove
640,accuracy,dev,0.38509316770186336,Cause-Effect,avg_freq_uni,glove
641,accuracy,test,0.36318407960199006,Cause-Effect,avg_freq_uni,glove
642,accuracy,dev,0.45962732919254656,Cause-Effect,avg_freq_uni,glove
643,accuracy,test,0.3333333333333333,Cause-Effect,avg_freq_uni,glove
644,accuracy,dev,0.36645962732919257,Cause-Effect,avg_freq_uni,glove
645,accuracy,test,0.4577114427860697,Cause-Effect,avg_freq_uni,glove
646,accuracy,dev,0.5279503105590062,Cause-Effect,avg_freq_uni,glove
647,accuracy,test,0.42,Cause-Effect,avg_freq_uni,glove
648,accuracy,dev,0.36645962732919257,Cause-Effect,avg_freq_uni,glove
649,accuracy,test,0.45,Cause-Effect,avg_freq_uni,glove
650,accuracy,dev,0.35403726708074534,Cause-Effect,avg_freq_bi,glove
651,accuracy,test,0.3333333333333333,Cause-Effect,avg_freq_bi,glove
652,accuracy,dev,0.391304347826087,Cause-Effect,avg_freq_bi,glove
653,accuracy,test,0.3681592039800995,Cause-Effect,avg_freq_bi,glove
654,accuracy,dev,0.422360248447205,Cause-Effect,avg_freq_bi,glove
655,accuracy,test,0.3582089552238806,Cause-Effect,avg_freq_bi,glove
656,accuracy,dev,0.38509316770186336,Cause-Effect,avg_freq_bi,glove
657,accuracy,test,0.44,Cause-Effect,avg_freq_bi,glove
658,accuracy,dev,0.4472049689440994,Cause-Effect,avg_freq_bi,glove
659,accuracy,test,0.38,Cause-Effect,avg_freq_bi,glove
660,accuracy,dev,0.2670807453416149,Cause-Effect,P(E|C),conceptnet
661,accuracy,test,0.24875621890547264,Cause-Effect,P(E|C),conceptnet
662,accuracy,dev,0.2484472049689441,Cause-Effect,P(E|C),conceptnet
663,accuracy,test,0.18407960199004975,Cause-Effect,P(E|C),conceptnet
664,accuracy,dev,0.16770186335403728,Cause-Effect,P(E|C),conceptnet
665,accuracy,test,0.21393034825870647,Cause-Effect,P(E|C),conceptnet
666,accuracy,dev,0.2484472049689441,Cause-Effect,P(E|C),conceptnet
667,accuracy,test,0.22,Cause-Effect,P(E|C),conceptnet
668,accuracy,dev,0.2608695652173913,Cause-Effect,P(E|C),conceptnet
669,accuracy,test,0.21,Cause-Effect,P(E|C),conceptnet
670,accuracy,dev,0.33540372670807456,Cause-Effect,P(E),conceptnet
671,accuracy,test,0.27860696517412936,Cause-Effect,P(E),conceptnet
672,accuracy,dev,0.2919254658385093,Cause-Effect,P(E),conceptnet
673,accuracy,test,0.2537313432835821,Cause-Effect,P(E),conceptnet
674,accuracy,dev,0.2546583850931677,Cause-Effect,P(E),conceptnet
675,accuracy,test,0.2885572139303483,Cause-Effect,P(E),conceptnet
676,accuracy,dev,0.30434782608695654,Cause-Effect,P(E),conceptnet
677,accuracy,test,0.305,Cause-Effect,P(E),conceptnet
678,accuracy,dev,0.2546583850931677,Cause-Effect,P(E),conceptnet
679,accuracy,test,0.33,Cause-Effect,P(E),conceptnet
680,accuracy,dev,0.2795031055900621,Cause-Effect,probabilistic_causality_diff,conceptnet
681,accuracy,test,0.22885572139303484,Cause-Effect,probabilistic_causality_diff,conceptnet
682,accuracy,dev,0.22981366459627328,Cause-Effect,probabilistic_causality_diff,conceptnet
683,accuracy,test,0.22388059701492538,Cause-Effect,probabilistic_causality_diff,conceptnet
684,accuracy,dev,0.2546583850931677,Cause-Effect,probabilistic_causality_diff,conceptnet
685,accuracy,test,0.23880597014925373,Cause-Effect,probabilistic_causality_diff,conceptnet
686,accuracy,dev,0.2360248447204969,Cause-Effect,probabilistic_causality_diff,conceptnet
687,accuracy,test,0.2,Cause-Effect,probabilistic_causality_diff,conceptnet
688,accuracy,dev,0.2422360248447205,Cause-Effect,probabilistic_causality_diff,conceptnet
689,accuracy,test,0.185,Cause-Effect,probabilistic_causality_diff,conceptnet
690,accuracy,dev,0.2795031055900621,Cause-Effect,delta_P,conceptnet
691,accuracy,test,0.22885572139303484,Cause-Effect,delta_P,conceptnet
692,accuracy,dev,0.22981366459627328,Cause-Effect,delta_P,conceptnet
693,accuracy,test,0.22388059701492538,Cause-Effect,delta_P,conceptnet
694,accuracy,dev,0.2546583850931677,Cause-Effect,delta_P,conceptnet
695,accuracy,test,0.23880597014925373,Cause-Effect,delta_P,conceptnet
696,accuracy,dev,0.2360248447204969,Cause-Effect,delta_P,conceptnet
697,accuracy,test,0.2,Cause-Effect,delta_P,conceptnet
698,accuracy,dev,0.2422360248447205,Cause-Effect,delta_P,conceptnet
699,accuracy,test,0.185,Cause-Effect,delta_P,conceptnet
700,accuracy,dev,0.3167701863354037,Cause-Effect,P(E|no C),conceptnet
701,accuracy,test,0.31343283582089554,Cause-Effect,P(E|no C),conceptnet
702,accuracy,dev,0.3416149068322981,Cause-Effect,P(E|no C),conceptnet
703,accuracy,test,0.29850746268656714,Cause-Effect,P(E|no C),conceptnet
704,accuracy,dev,0.34782608695652173,Cause-Effect,P(E|no C),conceptnet
705,accuracy,test,0.23383084577114427,Cause-Effect,P(E|no C),conceptnet
706,accuracy,dev,0.32919254658385094,Cause-Effect,P(E|no C),conceptnet
707,accuracy,test,0.305,Cause-Effect,P(E|no C),conceptnet
708,accuracy,dev,0.2670807453416149,Cause-Effect,P(E|no C),conceptnet
709,accuracy,test,0.28,Cause-Effect,P(E|no C),conceptnet
710,accuracy,dev,0.2546583850931677,Cause-Effect,q,conceptnet
711,accuracy,test,0.22885572139303484,Cause-Effect,q,conceptnet
712,accuracy,dev,0.2546583850931677,Cause-Effect,q,conceptnet
713,accuracy,test,0.21393034825870647,Cause-Effect,q,conceptnet
714,accuracy,dev,0.2484472049689441,Cause-Effect,q,conceptnet
715,accuracy,test,0.22885572139303484,Cause-Effect,q,conceptnet
716,accuracy,dev,0.2484472049689441,Cause-Effect,q,conceptnet
717,accuracy,test,0.225,Cause-Effect,q,conceptnet
718,accuracy,dev,0.16770186335403728,Cause-Effect,q,conceptnet
719,accuracy,test,0.195,Cause-Effect,q,conceptnet
720,accuracy,dev,0.2857142857142857,Cause-Effect,p,conceptnet
721,accuracy,test,0.23880597014925373,Cause-Effect,p,conceptnet
722,accuracy,dev,0.2546583850931677,Cause-Effect,p,conceptnet
723,accuracy,test,0.22388059701492538,Cause-Effect,p,conceptnet
724,accuracy,dev,0.2981366459627329,Cause-Effect,p,conceptnet
725,accuracy,test,0.27860696517412936,Cause-Effect,p,conceptnet
726,accuracy,dev,0.2732919254658385,Cause-Effect,p,conceptnet
727,accuracy,test,0.26,Cause-Effect,p,conceptnet
728,accuracy,dev,0.21739130434782608,Cause-Effect,p,conceptnet
729,accuracy,test,0.28,Cause-Effect,p,conceptnet
730,accuracy,dev,0.2608695652173913,Cause-Effect,causal_power,conceptnet
731,accuracy,test,0.24378109452736318,Cause-Effect,causal_power,conceptnet
732,accuracy,dev,0.2670807453416149,Cause-Effect,causal_power,conceptnet
733,accuracy,test,0.31343283582089554,Cause-Effect,causal_power,conceptnet
734,accuracy,dev,0.2795031055900621,Cause-Effect,causal_power,conceptnet
735,accuracy,test,0.24875621890547264,Cause-Effect,causal_power,conceptnet
736,accuracy,dev,0.2795031055900621,Cause-Effect,causal_power,conceptnet
737,accuracy,test,0.22,Cause-Effect,causal_power,conceptnet
738,accuracy,dev,0.32298136645962733,Cause-Effect,causal_power,conceptnet
739,accuracy,test,0.255,Cause-Effect,causal_power,conceptnet
740,accuracy,dev,0.2795031055900621,Cause-Effect,PMI,conceptnet
741,accuracy,test,0.30845771144278605,Cause-Effect,PMI,conceptnet
742,accuracy,dev,0.2608695652173913,Cause-Effect,PMI,conceptnet
743,accuracy,test,0.24378109452736318,Cause-Effect,PMI,conceptnet
744,accuracy,dev,0.2111801242236025,Cause-Effect,PMI,conceptnet
745,accuracy,test,0.263681592039801,Cause-Effect,PMI,conceptnet
746,accuracy,dev,0.2919254658385093,Cause-Effect,PMI,conceptnet
747,accuracy,test,0.225,Cause-Effect,PMI,conceptnet
748,accuracy,dev,0.22981366459627328,Cause-Effect,PMI,conceptnet
749,accuracy,test,0.2,Cause-Effect,PMI,conceptnet
750,accuracy,dev,0.2795031055900621,Cause-Effect,PPMI,conceptnet
751,accuracy,test,0.30845771144278605,Cause-Effect,PPMI,conceptnet
752,accuracy,dev,0.2608695652173913,Cause-Effect,PPMI,conceptnet
753,accuracy,test,0.24378109452736318,Cause-Effect,PPMI,conceptnet
754,accuracy,dev,0.2111801242236025,Cause-Effect,PPMI,conceptnet
755,accuracy,test,0.263681592039801,Cause-Effect,PPMI,conceptnet
756,accuracy,dev,0.2919254658385093,Cause-Effect,PPMI,conceptnet
757,accuracy,test,0.225,Cause-Effect,PPMI,conceptnet
758,accuracy,dev,0.22981366459627328,Cause-Effect,PPMI,conceptnet
759,accuracy,test,0.2,Cause-Effect,PPMI,conceptnet
760,accuracy,dev,0.2795031055900621,Cause-Effect,CPMI_-2,conceptnet
761,accuracy,test,0.30845771144278605,Cause-Effect,CPMI_-2,conceptnet
762,accuracy,dev,0.2608695652173913,Cause-Effect,CPMI_-2,conceptnet
763,accuracy,test,0.24378109452736318,Cause-Effect,CPMI_-2,conceptnet
764,accuracy,dev,0.2111801242236025,Cause-Effect,CPMI_-2,conceptnet
765,accuracy,test,0.263681592039801,Cause-Effect,CPMI_-2,conceptnet
766,accuracy,dev,0.2919254658385093,Cause-Effect,CPMI_-2,conceptnet
767,accuracy,test,0.225,Cause-Effect,CPMI_-2,conceptnet
768,accuracy,dev,0.22981366459627328,Cause-Effect,CPMI_-2,conceptnet
